lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
177,0,157.88037158988982,8,27,4,1,0,0,1,0
225,0,74.42378371798387,11,29,4,3,2,3,0,0
207,0,77.85531875493245,7,12,4,4,1,0,2,0
49,0,90.41409234464822,3,21,3,4,1,1,2,0
166,0,146.7,8,12,4,1,0,0,0,0
187,1,122.42958532342325,7,16,4,2,1,0,2,0
26,0,100.75032993560747,5,22,3,1,0,0,0,0
109,1,119.5949215289203,10,16,4,3,2,0,3,0
237,0,106.13486158423228,9,12,4,3,0,0,0,0
40,0,150.80220795393558,3,1,4,1,0,0,3,0
8,0,156.0,5,8,4,1,0,0,3,0
149,0,128.15854003674605,7,19,3,2,0,0,0,0
31,0,192.70728766605785,5,7,4,3,0,0,5,0
141,0,73.63152588697078,7,2,3,3,1,0,0,0
176,1,89.99815340572357,9,27,4,3,1,0,0,0
122,0,69.18725378528165,9,17,3,3,1,0,0,0
185,0,250.25889678776187,10,12,4,1,0,0,3,0
50,0,64.15436884732209,3,5,4,4,2,2,0,0
125,1,103.12949252491313,12,26,4,3,0,0,3,0
138,0,71.55579083539457,7,5,3,5,2,0,0,0
127,0,81.977786186747,4,27,3,2,1,1,0,0
96,0,184.69616357515665,9,21,4,3,1,0,5,0
29,0,115.84073080643276,4,20,4,1,0,2,0,0
31,0,88.30468839961152,10,25,4,0,0,3,0,0
3,0,88.55870625061792,3,7,3,1,0,1,0,0
28,0,185.67073597999533,6,25,4,2,1,0,3,0
207,0,76.13433820919441,11,28,4,4,0,0,0,0
64,0,95.74622112083945,3,18,4,1,0,2,0,0
33,0,125.41510498243163,3,24,4,3,0,0,0,0
309,1,69.79423233152505,12,27,4,7,2,3,0,0
1,0,139.81843208075605,7,8,4,1,0,2,0,0
3,0,214.06159214279668,10,7,4,2,0,0,5,0
34,0,96.30999115260245,11,24,4,0,1,0,0,0
52,0,79.2,11,4,4,1,0,2,0,0
6,0,170.9790530219737,8,5,4,3,1,0,0,0
105,0,99.51258624503548,8,6,3,0,1,0,2,0
20,0,112.70021424746454,2,27,4,1,1,0,3,0
1,0,178.86259119355682,7,23,4,1,0,2,0,0
84,0,95.7203753298462,7,17,4,2,2,3,0,0
72,0,150.3,7,3,4,4,1,0,3,0
19,0,210.2312991815873,5,14,4,0,0,0,3,0
244,1,128.7,10,26,4,2,0,0,1,0
279,1,93.63456051766399,11,5,3,3,0,0,0,0
104,0,75.93622299779301,8,15,3,3,0,0,0,0
92,2,76.5,7,7,4,4,1,0,0,0
20,0,79.72569017828366,11,4,4,1,0,2,0,0
186,0,117.05392736476044,6,22,3,2,1,0,0,0
102,0,150.3,8,24,4,4,0,0,3,0
50,0,138.44012977249685,6,18,4,2,1,0,3,0
3,0,92.13722419833438,2,6,4,3,1,2,0,0
98,1,85.75700331880643,4,8,4,2,0,2,0,0
47,0,91.90625604222012,3,10,4,2,0,0,2,0
118,0,98.25315653547221,7,13,3,3,0,0,0,0
148,0,174.9206529831958,7,5,4,2,1,0,1,0
114,0,75.0,6,1,3,2,1,0,0,0
42,0,60.57032271076565,1,15,3,2,1,0,0,0
89,0,96.03000679463,4,3,4,0,0,0,0,0
67,0,76.57663261764726,6,19,4,7,2,0,0,0
89,0,73.01101223713778,9,27,4,0,1,2,0,0
158,1,126.99903626112051,8,16,4,1,0,0,0,0
21,0,140.25135342261592,6,2,4,2,1,1,1,0
121,0,105.18725966798615,5,11,4,2,0,0,0,0
158,0,114.38332688704187,8,6,4,1,2,0,0,0
194,0,93.26648613677341,9,6,3,2,0,0,2,0
247,1,112.96728355258067,6,6,3,1,1,1,0,0
149,0,98.84693352830384,6,6,4,3,2,1,0,0
291,0,115.0,7,20,3,2,0,1,0,0
33,0,142.57517314839657,3,24,4,2,0,0,0,0
12,0,121.91690967170126,8,26,4,2,2,3,0,0
54,0,116.31432801735214,3,28,4,3,0,0,2,0
19,0,236.05286913117286,8,6,4,2,0,0,5,0
214,1,96.22527248575415,8,11,4,3,0,0,0,0
63,0,121.5,7,23,4,2,2,0,0,0
3,0,16.089191477305945,8,21,3,1,1,0,0,0
135,0,133.80540145254454,7,25,4,3,0,0,3,0
1,0,199.19599260734114,7,17,4,1,0,0,3,0
247,1,90.41352445322691,9,25,4,3,0,0,0,0
17,0,111.4865323560066,3,15,4,2,0,0,0,0
165,0,112.14294285046603,7,24,3,2,0,0,3,0
193,0,126.9,9,23,4,2,0,0,0,0
16,1,129.0,9,26,4,1,0,3,0,0
29,0,106.03088434498787,3,3,4,1,1,0,3,0
155,0,115.01140867220029,7,24,4,5,4,0,0,0
127,0,105.3,5,5,4,2,0,0,0,0
80,0,135.18037925855202,4,14,4,3,1,0,0,0
135,0,90.93205381040309,6,28,4,3,0,0,0,0
182,0,137.7,8,6,4,1,1,0,3,0
9,1,114.40080498470677,2,26,4,1,1,0,2,0
8,0,147.2166038340847,4,21,4,1,0,0,1,0
95,0,136.39391969491314,8,15,4,3,0,0,1,0
35,0,116.1,3,16,4,1,0,1,0,0
7,0,79.0,2,3,4,1,0,1,0,0
147,0,130.0,9,13,3,1,0,0,0,0
247,0,91.6147450854013,9,25,4,3,0,0,0,0
13,0,124.11949382625278,4,29,4,2,1,3,0,0
29,0,74.40090750338086,2,19,4,2,0,1,0,0
37,0,125.16056727117686,11,5,4,2,2,0,0,0
226,0,102.96736376927578,9,24,3,2,0,0,0,0
115,0,64.47677663589889,2,27,3,5,2,0,0,0
149,0,120.54161256931341,6,15,4,5,2,0,2,0
88,0,120.44351380387731,11,8,4,2,0,0,0,0
29,0,130.37352248451754,8,26,4,1,0,0,0,0
158,1,107.0662700634119,4,23,4,3,1,0,0,0
45,0,112.68219309709323,3,17,4,1,1,0,3,0
21,0,120.48212381689154,5,6,4,1,1,0,0,0
137,0,94.5,8,21,4,1,1,1,0,0
59,0,107.07283061526397,8,10,4,1,0,0,0,0
197,0,105.34016339590906,8,29,4,2,1,0,0,0
93,0,143.11883593293703,5,20,4,3,1,0,3,0
38,0,75.34451283663708,2,21,4,2,1,0,0,0
349,0,128.07327868307684,9,4,3,2,0,0,0,0
1,0,64.17311764789297,7,27,2,0,2,0,0,0
145,0,115.54951829512517,7,5,4,4,0,0,1,0
94,0,123.01153111912126,8,28,3,1,0,0,3,0
215,1,96.3,8,7,4,1,0,0,0,0
47,0,116.6999533580088,4,21,4,1,1,2,0,0
33,0,81.9,3,7,4,1,0,0,0,0
87,0,156.84239151327625,10,26,4,1,0,0,4,0
83,0,130.71194180689002,5,6,4,3,1,0,3,0
100,0,118.85937811664003,10,8,4,2,2,0,0,0
32,0,149.85387391642064,9,11,4,1,1,0,3,0
181,1,83.8600511927339,7,17,4,0,0,2,0,0
21,0,151.12810499053168,8,15,4,2,0,0,0,0
187,0,112.0670947445254,8,3,4,2,2,0,1,0
101,0,73.86843816437077,10,3,4,1,1,0,0,0
2,0,79.0,2,13,4,1,0,3,0,0
217,0,97.37027451589859,8,9,4,2,0,0,0,0
277,1,107.0,8,10,4,2,0,0,0,0
123,0,94.52432648324925,4,29,4,2,0,0,0,0
132,0,91.28765358289937,7,23,4,3,0,3,0,0
34,0,95.71449505096747,12,24,4,1,1,0,0,0
309,0,95.78744142079411,10,26,4,2,0,0,0,0
69,0,118.34680418906677,11,19,4,3,0,0,3,0
282,1,83.19433745235257,12,29,4,2,1,0,0,0
160,1,127.8929027182171,7,16,4,2,0,0,3,0
244,0,90.34882045846581,8,2,4,3,0,0,0,0
151,0,132.74059297007216,7,16,3,3,1,0,0,0
81,0,97.76957054800819,3,23,4,3,1,0,3,0
173,0,81.23413892844903,6,26,4,4,0,3,0,0
27,0,71.79980381042405,10,4,3,1,1,0,0,0
189,2,110.43999615295549,8,18,4,4,1,0,3,0
20,0,85.8470845498808,2,7,4,4,2,0,0,0
15,1,91.0,2,15,4,1,0,0,0,0
68,0,159.3,8,29,4,2,1,0,3,0
34,1,132.6475049898375,8,26,4,1,0,0,0,0
26,0,100.1375079895528,7,24,4,1,0,0,0,0
237,0,88.94672356625254,8,14,4,2,0,0,0,0
92,1,127.37261416936708,4,28,4,2,0,0,0,0
177,0,142.56045235456975,8,15,4,2,0,0,0,0
92,0,134.9146389496629,8,3,4,2,0,0,0,0
11,0,112.30591623468759,5,30,4,1,0,0,2,0
9,0,127.93669611586816,2,5,4,1,0,0,1,0
307,0,52.0,11,24,4,2,0,0,0,0
144,0,108.0540134572825,9,7,4,1,2,3,0,0
54,0,118.94022315608603,4,23,4,2,1,0,3,0
17,0,98.19075326175654,6,28,4,5,2,0,0,0
114,0,131.60845935415367,7,25,4,2,1,0,3,0
47,0,150.3,6,2,4,1,1,0,3,0
50,0,157.42680918743338,11,20,4,1,1,0,4,0
38,0,104.10374581294101,8,25,4,0,1,0,0,0
20,0,210.51621053898504,5,14,4,0,0,0,3,0
161,0,130.0,3,25,3,2,1,1,0,0
7,0,106.49193686411525,2,11,4,2,0,0,3,0
424,0,72.74851875939083,9,17,3,2,0,0,0,0
35,0,145.2525726116039,9,24,4,2,1,0,3,0
152,1,106.49312303431904,7,21,4,1,0,0,0,0
115,1,89.99110404781636,10,18,4,1,0,0,0,0
27,1,96.9,11,13,4,2,1,0,3,0
170,0,82.28,10,4,3,4,0,0,0,0
57,0,94.20677741347659,7,19,4,2,0,0,0,0
55,0,126.15963986052502,6,23,4,1,1,1,0,0
21,0,116.24372104528408,9,4,4,2,0,3,0,0
102,0,168.3,8,13,4,3,0,0,3,0
85,0,134.1,8,14,4,0,1,0,0,0
20,0,91.35933532200114,9,17,2,1,2,0,0,0
210,0,96.3,9,18,4,3,0,0,0,0
8,0,168.94087556809146,7,22,4,0,0,0,0,0
75,0,107.25706249504461,4,16,4,1,1,0,2,0
206,2,127.28495788072671,8,5,4,1,1,0,0,0
15,0,116.75,9,10,4,2,1,0,0,0
91,0,150.3,8,20,4,5,1,0,3,0
156,0,115.05057492339398,7,8,4,3,0,0,0,0
60,0,140.4,4,28,4,1,1,0,3,0
171,0,95.05728864339372,8,14,4,2,1,3,0,0
64,1,92.07344556388153,11,22,4,3,0,0,0,0
99,0,100.05735083683655,8,28,4,4,0,0,0,0
61,1,76.5,7,5,4,3,0,0,0,0
40,0,88.79119242663303,4,20,4,1,0,3,0,0
187,0,90.3245932028205,7,19,4,5,0,1,0,0
113,0,80.281204185197,11,13,2,4,1,0,0,0
180,0,108.09809744135782,9,1,4,1,1,0,0,0
157,1,132.40300323766792,7,27,4,4,0,0,3,0
147,0,78.76713560023187,6,18,4,5,1,0,0,0
3,0,136.0,8,16,2,4,2,0,0,0
221,0,102.85,10,3,4,3,1,0,0,0
160,1,82.15859895725364,9,28,4,2,2,1,0,0
1,0,132.71222394029527,8,4,4,1,0,0,0,0
42,0,153.40475936554435,3,1,4,1,0,0,4,0
132,0,105.3,5,5,4,2,0,0,0,0
162,0,84.09719705781502,6,29,4,1,0,3,0,0
22,0,118.80396026396569,9,19,4,1,0,2,0,0
173,0,105.75461130986334,8,5,4,1,0,0,0,0
6,0,96.89427705414525,4,16,3,0,1,0,0,0
35,0,81.9,3,7,4,1,0,0,0,0
129,0,99.96898914023276,6,19,4,10,4,2,0,0
150,1,79.87105399322624,7,10,3,1,0,0,1,0
64,0,149.28579678724006,8,23,4,1,1,0,2,0
158,0,121.77591790590704,8,16,3,2,0,0,0,0
81,1,150.2815167894288,9,15,4,2,0,0,3,0
235,0,81.07818329014243,8,12,4,4,0,2,0,0
2,0,104.309070720177,11,23,4,1,0,0,0,0
248,0,69.32279588237188,10,28,4,1,2,0,0,0
53,0,141.71436360926083,6,9,4,1,0,0,3,0
190,1,85.0721765098413,7,29,4,4,0,0,2,0
89,0,73.87476829218028,3,6,4,3,0,0,0,0
9,0,122.44148331497776,5,30,2,3,0,0,0,0
80,0,168.3,9,7,4,2,0,0,3,0
28,1,113.79,9,11,4,5,2,0,0,0
38,0,126.9,5,7,4,1,0,0,0,0
81,1,149.65651273238444,8,8,4,3,0,0,3,0
117,0,80.86534854417717,4,10,4,1,0,0,1,0
122,0,162.0,8,15,4,5,1,0,3,0
177,2,90.9,10,29,4,3,1,0,0,0
157,1,146.87113266493142,7,6,4,3,0,0,3,0
90,0,61.87059757332281,7,27,3,3,2,1,0,0
64,0,149.34936763370513,8,24,4,2,1,0,3,0
20,0,90.93610302519856,2,3,4,2,0,0,0,0
244,0,80.90725865132806,12,30,4,2,1,2,0,0
30,1,123.3999374860316,2,26,4,2,0,0,3,0
93,1,76.5,7,14,4,3,0,0,0,0
76,0,146.01081648923832,6,15,4,3,1,0,3,0
141,0,137.7,7,22,4,1,1,0,2,0
258,1,77.47203358593424,12,25,4,4,1,0,0,0
8,0,168.29422948477938,6,13,4,4,3,0,2,0
93,1,131.69627878453883,5,12,4,3,2,0,1,0
31,0,97.44233111593957,8,7,4,1,0,3,0,0
35,0,207.2852989325609,9,9,4,3,1,0,4,0
79,0,93.6,11,20,4,1,1,0,0,0
180,1,129.4771740000085,8,3,4,4,2,0,2,0
54,1,109.9832047531485,8,30,4,4,0,0,0,0
38,0,129.1717657889163,8,24,4,0,1,0,0,0
53,0,139.83806920298042,9,2,4,2,2,0,3,0
46,0,74.8,11,21,4,4,2,3,0,0
320,0,114.51475732418768,7,17,3,2,0,1,0,0
34,0,136.4913825879006,9,9,4,1,2,0,1,0
53,0,107.46778218740727,9,28,4,1,1,0,0,0
176,1,121.17621044128211,8,10,3,2,0,0,0,0
10,0,169.0,6,24,4,0,0,0,0,0
32,0,188.23329329285338,8,9,4,3,0,0,3,0
23,0,155.93183830667223,8,14,4,2,1,0,0,0
35,0,72.80554037810592,3,2,4,2,0,3,0,0
104,0,142.74182603710017,6,8,4,2,0,0,0,0
34,1,100.06602184264459,8,27,4,3,1,3,0,0
231,1,102.93612384361411,7,11,4,3,0,0,1,0
86,0,84.11077326533662,4,5,4,3,0,0,0,0
35,0,216.42899897402094,8,17,4,3,0,0,4,0
270,1,144.0681376351882,11,25,4,4,2,0,3,0
40,0,72.9,2,16,4,1,0,0,0,0
69,0,96.79801934103561,9,4,4,3,1,0,0,0
7,0,102.2711600742893,3,14,4,0,1,0,0,0
16,0,109.0,3,17,4,2,0,0,0,0
94,0,94.5,7,12,4,4,0,3,0,0
112,0,144.72140994297655,6,4,4,1,0,0,1,0
91,0,96.3,6,26,4,0,1,0,0,0
109,1,125.31560706214607,11,4,4,2,1,1,0,0
39,0,116.13325073288898,3,5,4,2,2,0,0,0
274,0,61.364888905145115,4,14,4,3,1,0,0,0
51,0,125.68608204907238,9,25,4,1,0,1,1,0
101,0,78.04643215847774,3,15,4,2,0,0,0,0
64,0,144.04817799862212,6,26,4,2,0,0,3,0
193,0,94.34780783184324,9,4,4,2,0,1,1,0
226,0,157.0633345958044,8,26,4,2,0,0,5,0
34,0,67.5,2,12,4,1,0,3,0,0
68,0,105.3,6,27,4,2,0,0,0,0
170,1,115.9744724626193,8,9,4,3,1,0,0,0
121,0,124.35541544901335,6,27,4,4,1,0,0,0
56,0,159.3,5,3,4,1,0,0,0,0
38,0,116.63143455387481,4,5,4,2,1,0,0,0
54,1,70.91789790821858,10,12,4,2,0,0,0,0
24,0,91.0,2,22,4,1,0,0,0,0
286,0,94.39763908999528,7,20,4,3,0,0,0,0
296,1,161.85766045176285,10,24,4,4,1,0,1,0
91,0,140.4,5,13,4,2,1,0,3,0
119,0,106.1291360611116,10,26,4,1,0,0,2,0
23,0,89.59242076952344,3,18,4,1,0,2,0,0
235,0,0.0,6,6,4,0,0,0,0,0
167,0,94.22312824312326,8,16,4,3,0,0,0,0
158,0,94.76054069859869,8,25,4,2,0,2,0,0
11,1,136.82434721740694,4,28,4,3,0,1,0,0
75,0,187.037947637532,6,15,4,2,0,0,3,0
250,0,127.78304549581583,9,23,4,2,0,0,3,0
55,0,75.97042977414053,4,27,4,1,1,3,0,0
149,0,107.33661776053363,7,11,4,5,1,2,0,0
93,0,99.743216635287,3,26,4,2,2,0,0,0
16,0,177.0,6,16,4,2,0,0,3,0
87,0,105.3,3,24,4,2,0,0,0,0
210,0,76.52122588621181,7,29,4,1,0,0,0,0
106,0,95.7971059997763,9,20,3,1,1,0,0,0
110,1,119.32332035727359,10,10,4,1,1,0,0,0
153,0,96.3,7,26,4,2,1,0,0,0
2,0,109.98817641599366,5,1,0,5,3,0,2,0
153,1,115.17648630538467,8,9,4,3,0,0,0,0
99,1,96.3,4,11,4,1,0,0,0,0
308,1,78.3,11,23,4,3,0,1,0,0
102,0,75.8346776282957,5,3,4,1,0,0,0,0
7,0,142.9847142496904,5,10,4,3,0,0,0,0
82,0,139.63044105995448,6,25,4,2,0,0,3,0
5,1,157.57923586414526,7,16,4,2,0,1,1,0
145,1,106.24739796519252,4,23,3,0,1,0,0,0
21,0,118.01422895762128,4,13,4,1,0,1,0,0
96,0,80.41766618580336,10,30,3,1,2,1,0,0
195,1,121.5,8,13,4,1,0,0,0,0
80,1,148.6815666995162,7,8,4,3,2,0,3,0
333,0,73.95,12,12,4,3,1,0,0,0
228,0,70.48235282297658,12,27,4,4,2,1,0,0
33,0,150.8079433468184,6,26,4,1,0,0,3,0
142,0,84.9254951314734,11,17,4,3,1,0,0,0
34,0,140.2439826019009,3,24,4,2,0,0,3,0
257,0,101.28576629757724,7,1,3,2,0,0,0,0
16,0,83.94766897493007,3,3,4,4,1,3,0,0
306,1,78.23382049226315,10,22,4,3,0,0,0,0
38,0,130.33207331556258,6,5,4,1,0,0,3,0
11,0,150.10522472919922,10,4,4,0,0,0,0,0
87,0,98.17027742743659,3,25,4,3,0,0,0,0
98,0,82.90860686864548,4,2,3,3,1,1,0,0
76,0,112.75312450116854,4,28,4,3,0,0,0,0
44,0,171.217140545713,6,2,4,0,1,0,3,0
274,0,61.39226799377998,4,14,3,3,1,0,0,0
175,0,113.55190019602985,7,6,4,2,2,0,3,0
31,0,137.23575529698115,8,8,4,1,1,0,0,0
5,0,90.84569762418243,8,9,3,3,1,0,0,0
98,0,93.02068356891938,6,25,4,2,1,3,0,0
125,0,88.50896630328361,4,14,4,2,1,1,0,0
22,0,119.0,9,26,4,3,1,3,0,0
285,0,67.84555104440774,11,12,4,0,1,3,0,0
14,1,129.0,8,22,4,1,0,3,0,0
67,1,130.4321952304445,5,29,4,2,0,0,2,0
158,1,121.56095377504757,6,29,4,3,0,0,3,0
197,0,81.03394796482965,7,3,4,6,2,2,0,0
96,0,111.82509037489592,5,22,4,2,1,0,1,0
15,0,66.50007966374426,2,4,4,9,3,1,0,0
99,1,266.3761312240346,7,21,4,2,1,0,5,0
45,1,108.0,10,3,4,1,0,3,0,0
102,0,95.62876416616088,3,26,4,2,1,0,0,0
3,0,119.60276344192515,8,17,2,2,1,0,0,0
4,0,138.27735663996748,7,2,4,2,0,0,0,0
58,0,109.26759814144847,11,8,4,1,0,0,0,0
205,0,59.07,10,2,4,2,1,0,0,0
35,0,125.1,3,24,4,2,0,3,0,0
124,1,73.40152943960739,11,11,4,2,0,0,0,0
5,0,79.1699309367477,2,25,3,1,0,2,0,0
55,0,168.3,9,20,4,2,0,0,3,0
58,0,116.1,5,17,4,2,0,3,0,0
39,0,117.9,7,2,4,1,2,0,0,0
70,0,67.5,3,13,4,1,1,3,0,0
192,0,99.43691688536282,6,20,4,2,0,0,0,0
38,0,68.97734243018046,2,18,4,2,1,0,2,0
8,0,141.90800639238807,5,8,4,3,0,0,3,0
116,1,100.96659203029242,4,28,4,2,1,0,2,0
43,0,82.54647229333096,2,14,4,1,0,0,0,0
10,1,156.45474342816578,6,20,4,0,1,0,2,0
55,0,179.87737748571502,4,27,4,3,1,0,1,0
105,0,150.3,8,25,4,2,0,0,3,0
15,0,83.03,3,8,4,1,0,0,1,0
53,0,117.77075586880015,6,3,4,1,1,0,0,0
21,0,230.69918850452845,8,22,4,3,0,0,5,0
11,0,136.38541078143177,4,5,4,1,0,0,0,0
178,0,84.07652879616705,8,24,4,3,0,3,0,0
135,0,90.0,9,14,3,2,0,0,0,0
235,0,106.68413892447761,9,12,4,4,0,0,0,0
98,0,133.46563333722318,5,18,4,2,0,1,0,0
49,0,88.80359732268042,10,19,4,1,0,2,0,0
180,0,108.9,10,1,4,1,2,0,0,0
39,0,117.9,7,1,4,1,1,0,0,0
85,0,150.3,8,8,4,4,0,0,3,0
193,0,121.84031285710721,6,20,3,2,0,0,0,0
86,0,62.354820486621946,3,24,3,2,1,2,0,0
59,0,78.78774769026353,4,27,4,1,1,3,0,0
97,0,95.68483929466942,5,12,4,1,0,0,0,0
122,0,162.0,9,20,4,5,1,0,3,0
51,0,141.50722242055008,9,2,4,2,0,0,3,0
108,0,84.40508002768097,4,16,4,3,1,0,0,0
89,1,70.15567651816016,9,19,4,2,0,0,0,0
51,0,90.91184741868149,3,29,4,1,0,0,0,0
79,0,125.41935460667665,8,29,4,1,0,2,0,0
145,0,115.28312735183376,7,30,4,1,1,0,0,0
1,0,72.26142980868218,8,14,3,1,1,0,0,0
183,1,112.0,8,3,3,4,1,0,0,0
4,0,108.96545754873605,6,10,3,1,0,0,3,0
130,0,122.95964942945992,10,30,4,2,1,0,3,0
209,0,101.32230604829422,8,19,4,2,0,0,0,0
30,1,77.61478362151472,11,22,4,3,0,0,0,0
75,0,135.15,4,30,4,4,0,0,0,0
91,0,137.79546033999432,7,25,4,1,1,0,3,0
19,0,100.0,2,21,3,0,1,0,0,0
57,0,77.2116448903352,12,15,4,3,0,3,0,0
36,0,103.27126470725837,8,12,4,1,0,2,0,0
13,0,131.76600762520073,4,5,3,10,4,0,2,0
42,0,89.22588967798025,5,21,4,1,0,3,0,0
131,0,137.36388430240285,8,1,4,3,0,0,3,0
163,1,110.06297698749475,7,24,4,2,0,0,3,0
318,0,72.28805042696546,7,14,3,3,0,0,0,0
83,0,93.6,11,19,4,1,1,0,0,0
163,0,133.3636384023653,7,19,4,3,2,1,0,0
120,0,96.79370746615733,6,25,4,3,1,0,0,0
118,0,126.69186880997438,9,5,4,4,1,1,1,0
133,0,175.37367482200523,7,12,4,1,0,0,5,0
110,0,134.04776186692274,5,3,4,2,0,0,1,0
44,0,107.88339361959414,6,29,4,2,0,2,0,0
220,0,158.95,8,11,4,7,2,0,5,0
132,0,94.5,6,15,4,1,1,1,0,0
160,0,97.75,7,7,4,4,0,3,0,0
90,1,128.27053309118,4,27,4,2,0,0,0,0
5,0,104.16675796716184,4,16,4,0,1,2,0,0
167,0,80.75,6,27,4,4,0,3,0,0
16,0,150.06342109458373,7,25,4,0,1,0,0,0
64,0,118.68583190766688,4,8,4,2,0,0,2,0
5,0,152.28056291442545,10,6,4,2,2,0,0,0
117,0,147.40467398375543,7,16,4,2,1,0,1,0
273,0,77.67767735005654,9,3,3,2,0,0,0,0
133,0,104.95077374052536,6,26,4,3,0,0,3,0
7,0,142.88693544807896,5,10,4,2,0,0,0,0
173,2,176.92141661913047,7,8,4,1,0,0,5,0
17,0,100.32480378896196,11,26,4,2,1,0,0,0
32,0,164.58463237496338,4,30,4,1,0,0,3,0
78,0,74.95281396332267,4,14,4,3,0,0,0,0
16,0,165.0384816087151,5,25,4,1,1,0,1,0
10,0,111.71359509959828,5,30,4,1,0,0,1,0
88,0,68.65564891847089,5,18,3,1,1,0,0,0
37,0,116.1,5,8,4,1,0,3,0,0
147,0,85.5,8,26,4,2,2,3,0,0
69,0,68.71977905784404,8,23,4,3,0,0,0,0
40,0,102.62550934300386,5,27,4,2,1,2,0,0
44,0,86.99080695207071,11,19,4,0,1,2,0,0
175,0,150.17979695158192,9,11,4,2,1,0,0,0
22,0,118.93104035641574,9,19,4,1,0,2,0,0
85,0,99.45465812910265,5,7,3,2,0,0,2,0
37,0,117.56314979489785,6,19,4,1,0,0,0,0
182,0,122.4,10,5,4,3,0,0,3,0
99,0,141.96079207736335,6,22,4,2,0,0,3,0
50,0,107.64192265051709,8,3,4,2,0,3,0,0
179,1,116.477860276403,5,24,4,2,0,1,0,0
157,0,121.5,7,25,4,1,1,0,0,0
90,0,106.1627996824245,7,13,4,1,0,0,0,0
72,0,150.09369602768447,7,4,4,4,1,0,3,0
39,0,51.467796473700766,3,10,4,2,1,2,0,0
64,0,139.95852689711685,5,16,2,2,0,0,0,0
29,0,167.6442405636594,10,14,4,1,0,0,3,0
51,0,88.33978150590976,11,14,4,3,1,0,0,0
109,0,77.363122181567,8,6,3,2,1,0,0,0
17,0,95.0,5,21,4,1,0,0,0,0
21,0,133.19987756113812,9,28,4,3,0,0,0,0
87,0,61.76505591679537,3,24,4,3,1,2,0,0
168,0,106.67761057996724,8,1,4,2,1,0,0,0
143,0,114.31522990641326,5,5,4,2,0,0,3,0
49,0,126.84369105832573,5,20,4,1,0,0,0,0
131,0,123.54764238920367,7,29,4,4,1,0,3,0
15,0,89.0,6,22,4,1,0,3,0,0
148,0,96.68724411113904,8,22,4,4,1,0,0,0
141,0,96.07823657279803,6,1,4,2,0,0,0,0
11,0,216.76999660578693,5,12,4,2,1,0,5,0
247,0,115.0,6,6,3,1,1,1,0,0
5,0,132.83946269621293,7,3,4,1,0,3,0,0
60,0,132.30066834052994,9,13,4,5,2,0,3,0
201,1,127.41828731504683,8,24,4,3,1,0,3,0
19,1,161.1475689489695,9,21,4,0,0,0,1,0
46,0,67.5,2,20,4,2,0,3,0,0
86,0,60.356310472365536,6,10,4,6,2,0,0,0
279,0,87.35522418472651,11,30,4,1,1,0,0,0
152,0,113.36863623914525,6,19,4,2,1,0,1,0
292,0,113.36513387499764,7,21,3,2,0,1,0,0
289,0,70.30213008378432,8,18,4,3,1,0,0,0
103,1,118.95668177736246,11,8,4,2,1,0,2,0
104,0,105.3,6,26,4,1,1,0,0,0
107,0,95.42515237934872,4,24,4,2,0,0,0,0
71,0,63.75431224705277,3,12,4,2,2,3,0,0
193,1,153.1959494290138,8,15,4,2,1,1,2,0
67,0,136.08995771881186,6,6,4,4,2,0,0,0
13,0,178.64629478093764,4,23,4,1,1,0,3,0
177,0,96.3,8,25,4,2,0,0,0,0
103,0,120.61359582657165,5,23,4,2,1,0,0,0
224,1,112.17115601593122,9,3,4,3,2,0,1,0
152,0,80.66387213080903,6,25,4,5,2,0,0,0
25,0,133.99339537040615,8,19,4,3,0,0,1,0
30,0,98.93329207235342,4,15,4,5,2,0,0,0
124,0,133.56645561818831,9,8,4,0,2,0,2,0
233,0,90.91606650283572,8,24,4,3,0,0,0,0
89,0,150.3,8,18,4,8,2,0,3,0
1,0,70.00754728502781,2,27,4,1,1,0,0,0
232,0,84.15508811722515,8,14,4,3,0,0,1,0
5,0,84.01962713730927,2,13,4,2,0,0,0,0
62,0,79.67075596616442,3,3,4,2,1,0,0,0
24,0,185.60614026007704,7,25,4,2,0,0,3,0
73,0,112.40598313811529,9,31,4,1,0,0,0,0
24,0,137.86221828337617,9,8,4,2,0,2,0,0
49,0,137.36345587404247,5,19,4,2,2,0,3,0
127,0,92.17231675761893,11,19,4,1,1,0,0,0
170,0,106.56885331891927,8,1,4,2,1,0,0,0
149,1,125.4649710906671,7,3,3,4,1,0,0,0
206,0,131.98748398333024,9,5,4,3,0,0,2,0
64,0,119.00197425157425,4,23,4,1,2,0,2,0
70,0,75.54832700021055,3,12,4,2,2,0,0,0
90,0,150.3,8,18,4,7,2,0,3,0
230,0,93.36172140861477,10,15,4,1,1,0,0,0
151,1,105.3,7,19,4,1,0,0,0,0
167,0,85.00147852965486,4,22,3,2,1,0,0,0
123,0,91.87828405254409,3,29,4,2,0,0,0,0
179,0,112.12552077633705,8,2,4,5,2,0,2,0
15,0,83.71044704941093,2,2,4,3,0,3,0,0
346,1,115.0,9,13,3,2,0,1,0,0
129,0,133.65897769025642,10,12,4,3,0,0,3,0
16,0,91.60235254942491,9,10,4,2,0,3,0,0
